序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
136,300942,易瑞生物,8.17,7.22,0.55,107339.0,85616832.43,6.96,8.18,7.65,7.7,7.62,0.77,3.28,-24.77,3.78,3275067058.0,2673490367.0,0.12,0.12,-29.99,-30.11
137,300835,龙磁科技,26.97,7.15,1.8,94602.0,248736155.9,11.36,27.68,24.82,24.82,25.17,2.27,11.54,37.25,3.1,3240148830.0,2211162825.0,0.0,0.22,-4.19,-7.03
138,836807,奔朗新材,5.7,7.14,0.38,25690.0,14168407.4,10.9,5.78,5.2,5.32,5.32,2.17,3.21,22.93,1.1,1036716000.0,456717128.0,0.71,1.6,-31.49,-23.39
139,600200,江苏吴中,13.21,7.14,0.88,1175642.0,1463244228.0,16.3,13.36,11.35,11.72,12.33,1.14,16.57,644.24,5.15,9409295841.0,9373262884.0,-0.23,-0.45,50.63,60.71
140,300712,永福股份,25.88,7.12,1.72,46981.0,119944323.3,9.56,26.2,23.89,24.95,24.16,3.19,2.52,119.77,3.56,4853691386.0,4828936519.0,0.04,0.19,0.12,-3.43
141,301152,天力锂能,29.67,7.11,1.97,71692.0,212055366.29,10.36,30.57,27.7,27.7,27.7,1.54,9.55,-24.19,1.54,3619215049.0,2228285449.0,0.0,-0.4,-14.99,-18.89
142,301349,信德新材,39.2,7.1,2.6,45884.0,178228952.09,10.44,39.68,35.86,36.18,36.6,1.21,10.89,57.63,1.43,3998400000.0,1651858718.0,0.0,0.0,-11.09,-16.74
143,300501,海顺新材,13.76,7.08,0.91,114644.0,155059719.7,8.09,13.81,12.77,12.77,12.85,0.96,9.16,21.94,1.59,2662998875.0,1722686846.0,0.07,0.22,-6.08,-4.64
144,688611,杭州柯林,32.11,7.07,2.12,12076.0,38313221.0,9.87,33.0,30.04,30.1,29.99,1.89,6.17,54.16,2.98,2512928600.0,628232150.0,-0.06,0.0,0.28,-2.04
145,300321,同大股份,22.47,7.05,1.48,33542.0,73006247.72,8.72,22.68,20.85,21.06,20.99,0.83,3.93,-738.13,3.2,1995336000.0,1917555241.0,0.0,0.36,13.31,16.12
146,605086,龙高股份,23.4,7.04,1.54,47955.0,108657051.0,8.28,23.5,21.69,21.99,21.86,0.73,9.37,25.87,2.53,2995200000.0,1196956800.0,0.0,0.04,-11.36,-15.8
147,688275,万润新能,46.14,7.03,3.03,13985.0,63202759.0,7.82,46.4,43.03,43.48,43.11,2.35,1.93,-3.87,0.89,5819105883.0,3335641146.0,0.0,0.09,-24.24,-25.18
148,603258,电魂网络,19.06,7.02,1.25,116673.0,221157152.0,9.43,19.59,17.91,18.03,17.81,1.71,4.77,82.08,2.05,4665279986.0,4665279986.0,-0.05,0.11,-18.23,-17.06
149,300636,同和药业,7.79,7.01,0.51,62166.0,46908964.25,7.14,7.8,7.28,7.31,7.28,1.69,1.71,31.43,1.5,3296230570.0,2838999059.0,0.0,0.0,-25.45,-26.09
150,002561,徐家汇,9.18,6.99,0.6,438677.0,401603682.17,10.61,9.44,8.53,8.56,8.58,3.36,10.58,50.74,1.69,3816704340.0,3804555225.0,-0.11,0.0,-13.07,-14.21
151,688700,东威科技,36.5,6.98,2.38,48044.0,170930811.0,8.35,36.6,33.75,34.05,34.12,1.71,3.27,54.15,4.82,8381568000.0,5355784102.0,-0.03,0.0,-33.03,-40.18
152,688345,博力威,22.2,6.94,1.44,10626.0,23341143.0,8.96,22.57,20.71,20.71,20.76,1.16,4.19,-66.72,1.92,2220000000.0,563325000.0,0.0,0.05,-24.77,-29.43
153,300224,正海磁材,12.19,6.93,0.79,355580.0,424634124.07,11.49,12.5,11.19,11.25,11.4,2.33,4.36,22.34,2.8,9998792535.0,9934347674.0,0.0,0.25,5.82,4.01
154,835185,贝特瑞,21.18,6.92,1.37,56678.0,117634458.05,7.07,21.23,19.83,19.83,19.81,1.34,0.52,13.0,2.01,23651183638.0,23283993031.0,0.05,0.57,-7.59,-7.55
155,300619,金银河,46.9,6.91,3.03,34095.0,156499261.9,9.46,47.28,43.13,43.37,43.87,1.52,4.72,33.31,2.86,4828747928.0,3390912867.0,0.11,0.17,-14.35,-15.72
156,603136,天目湖,20.31,6.89,1.31,90251.0,179063132.0,10.05,20.69,18.78,18.8,19.0,1.92,4.84,23.64,2.89,3783636888.0,3783636888.0,0.05,0.1,-1.84,10.56
157,300343,联创股份,7.45,6.89,0.48,1045809.0,762945750.78,10.9,7.54,6.78,6.88,6.97,1.05,9.81,201.57,4.51,8159576286.0,7943334448.0,-0.13,0.4,11.36,12.88
158,300283,温州宏丰,5.75,6.88,0.37,233328.0,131707286.07,7.81,5.76,5.34,5.34,5.38,1.23,7.57,40.43,2.89,2513528096.0,1771211175.0,0.0,0.17,-9.16,-9.59
159,002675,东诚药业,14.05,6.84,0.9,168784.0,230114349.5,7.83,14.06,13.03,13.18,13.15,1.2,2.27,30.4,2.31,11585569655.0,10444145744.0,0.0,0.0,-23.72,-23.35
160,300966,共同药业,17.04,6.83,1.09,31727.0,52711675.44,7.15,17.1,15.96,16.0,15.95,1.12,4.43,64.66,2.29,1964352490.0,1221337467.0,0.06,0.12,-26.61,-25.82
161,301069,凯盛新材,17.06,6.83,1.09,101176.0,170502368.99,8.39,17.16,15.82,15.82,15.97,0.94,7.2,45.42,4.76,7176118400.0,2395906400.0,0.06,0.06,-16.25,-20.35
162,002919,名臣健康,21.64,6.81,1.38,41256.0,87840894.4,7.9,22.0,20.4,20.42,20.26,1.3,1.88,21.74,5.31,4807759990.0,4758624661.0,0.0,-0.05,-17.84,-15.6
163,301177,迪阿股份,29.26,6.79,1.86,66229.0,185400360.13,13.47,29.27,25.58,26.56,27.4,1.97,16.55,118.4,1.81,11704292600.0,1170692600.0,0.1,0.03,0.79,-0.78
164,688690,纳微科技,21.46,6.77,1.36,55936.0,117105720.0,8.26,21.58,19.92,19.92,20.1,1.38,2.73,125.19,5.09,8665864857.0,4389854531.0,0.09,-0.14,-15.84,-21.74
165,603058,永吉股份,9.32,6.76,0.59,380968.0,352504614.0,11.34,9.6,8.61,9.1,8.73,1.01,9.16,24.17,3.59,3914218558.0,3875044734.0,0.0,0.11,-0.43,2.76
166,300725,药石科技,36.08,6.75,2.28,88388.0,309603500.27,8.08,36.19,33.46,33.9,33.8,1.01,5.25,35.07,2.69,7203900861.0,6077795750.0,-0.03,-0.19,-4.75,-8.12
167,833575,康乐卫士,21.58,6.73,1.36,37418.0,79120714.83,9.15,21.88,20.03,20.03,20.22,1.21,2.0,-20.15,6.68,6062685200.0,4031892394.0,-0.19,-0.14,-14.06,-20.49
168,688105,诺唯赞,27.16,6.72,1.71,50349.0,132350718.0,8.64,27.38,25.18,25.18,25.45,2.83,3.0,-153.67,2.7,10864271600.0,4559129530.0,1.19,1.23,-12.5,-15.18
169,300507,苏奥传感,5.72,6.72,0.36,376639.0,212677876.37,10.63,5.9,5.33,5.34,5.36,2.18,4.91,36.55,2.33,4527545348.0,4389806839.0,0.0,0.53,-13.86,-15.38
170,001696,宗申动力,8.76,6.7,0.55,1889672.0,1650564846.5,12.18,9.03,8.03,8.29,8.21,1.13,21.2,27.71,2.08,10030435819.0,7808135991.0,0.69,0.0,30.55,32.13
171,688162,巨一科技,25.35,6.69,1.59,18854.0,46461296.0,7.66,25.5,23.68,23.76,23.76,0.69,3.88,-16.98,1.49,3480639923.0,1232437148.0,0.28,0.72,-17.43,-20.03
172,600129,太极集团,33.76,6.67,2.11,233853.0,764956068.0,7.87,33.79,31.3,31.66,31.65,1.59,4.2,22.87,5.19,18800631517.0,18800631517.0,0.0,-0.03,-29.08,-27.34
173,603629,利通电子,26.1,6.66,1.63,144602.0,370128241.0,8.05,26.37,24.4,24.72,24.47,1.23,5.68,165.43,4.04,6755463000.0,6650280000.0,0.04,0.27,-13.58,-17.04
174,300457,赢合科技,17.0,6.65,1.06,401769.0,668375379.49,7.84,17.0,15.75,15.75,15.94,1.3,6.31,19.94,1.79,11042145371.0,10824192757.0,0.12,0.29,-5.76,-7.81
175,301121,紫建电子,45.37,6.63,2.82,111876.0,485675723.61,13.89,45.5,39.59,40.87,42.55,2.41,37.84,-608.79,1.98,3212340458.0,1341220227.0,-0.02,0.04,10.58,9.17
176,600246,万通发展,7.59,6.6,0.47,417885.0,311077034.0,8.29,7.62,7.03,7.1,7.12,1.18,2.1,-38.66,2.68,15084229092.0,15084229092.0,-0.13,-0.13,17.13,16.95
177,300522,世名科技,12.8,6.58,0.79,100974.0,126694295.52,7.49,12.9,12.0,12.04,12.01,1.36,4.62,88.83,5.04,4127379290.0,2796281613.0,0.0,0.87,-4.05,-5.19
178,688131,皓元医药,34.25,6.57,2.11,25010.0,83262249.0,8.06,34.39,31.8,32.14,32.14,1.45,2.89,42.52,2.08,5150766361.0,2962117484.0,0.0,0.15,-27.86,-34.21
179,603312,西典新能,28.55,6.53,1.75,51088.0,144946235.0,9.7,29.4,26.8,26.8,26.8,2.16,14.99,24.14,2.78,4613680000.0,973073904.0,0.04,0.14,-1.62,-1.62
180,688006,杭可科技,23.25,6.5,1.42,83577.0,191148882.0,6.96,23.33,21.81,21.83,21.83,1.7,1.38,16.66,2.73,14035377534.0,14035377534.0,0.04,0.13,1.84,-0.98
181,605100,华丰股份,16.72,6.5,1.02,120425.0,196047120.0,11.72,17.03,15.19,15.4,15.7,1.13,7.09,35.95,1.56,2841263040.0,2841263040.0,0.06,0.54,4.43,5.09
182,300477,合纵科技,3.78,6.48,0.23,1505390.0,572483675.41,16.06,4.05,3.48,3.54,3.55,1.25,16.09,-17.13,1.83,4052230637.0,3535956052.0,-0.79,-1.05,1.61,0.8
183,002176,江特电机,12.0,6.48,0.73,1792435.0,2100145953.51,9.23,12.18,11.14,11.28,11.27,1.56,10.51,-160.67,4.97,20475906972.0,20472229392.0,0.0,0.08,-4.91,-11.11
184,300461,田中精机,19.26,6.47,1.17,100450.0,189786236.25,12.0,19.66,17.49,17.55,18.09,2.41,12.29,303.73,4.44,2999584988.0,1574701356.0,0.05,0.26,-17.52,-25.61
185,301063,海锅股份,17.16,6.45,1.04,57666.0,98154014.48,10.98,17.67,15.9,16.19,16.12,1.16,9.43,22.46,1.16,1790830024.0,1049054704.0,-0.17,0.06,-24.41,-24.74
186,300037,新宙邦,37.22,6.43,2.25,220067.0,802290179.74,8.52,37.49,34.51,34.6,34.97,1.35,4.06,27.75,3.15,28059480968.0,20190281586.0,-0.03,0.0,-22.28,-21.31
187,002812,恩捷股份,44.35,6.43,2.68,308557.0,1355068516.75,7.54,44.78,41.64,41.64,41.67,1.72,3.72,15.1,1.61,43363445426.0,36818393590.0,0.0,0.09,-16.78,-21.95
188,002136,安 纳 达,10.44,6.42,0.63,89797.0,92864363.45,10.81,10.77,9.71,9.75,9.81,1.66,4.19,18.69,1.85,2244808800.0,2236938710.0,-0.1,0.1,-11.68,-10.15
189,688018,乐鑫科技,96.14,6.42,5.8,12953.0,121155996.0,7.24,96.88,90.34,90.4,90.34,1.37,1.64,57.03,4.06,7767124065.0,7583195843.0,0.15,0.11,-2.35,-6.61
190,688778,厦钨新能,35.31,6.42,2.13,76882.0,272679137.0,10.46,36.6,33.13,33.13,33.18,3.44,3.77,27.99,1.73,14857424045.0,7209146657.0,0.28,0.86,-9.16,-10.92
191,300905,宝丽迪,15.44,6.41,0.93,48891.0,73369715.4,6.41,15.44,14.51,14.59,14.51,0.88,4.16,27.36,1.51,2722068233.0,1813942044.0,0.0,0.32,-19.58,-20.33
192,603199,九华旅游,38.26,6.4,2.3,94655.0,362729957.0,11.29,39.56,35.5,35.62,35.96,2.7,8.55,20.92,3.03,4234616800.0,4234616800.0,0.1,0.13,40.66,47.44
193,600259,广晟有色,34.51,6.38,2.07,189931.0,640847562.0,7.58,34.76,32.3,32.59,32.44,1.9,5.76,57.09,3.18,11610403254.0,11370691031.0,0.03,0.17,4.67,-2.65
194,601515,东峰集团,4.17,6.38,0.25,487917.0,200680393.0,8.67,4.24,3.9,3.9,3.92,0.99,2.65,24.29,1.34,7685158546.0,7685158546.0,0.24,0.0,1.71,3.22
195,000831,中国稀土,32.1,6.36,1.92,899449.0,2823908175.54,7.55,32.21,29.93,30.1,30.18,2.05,9.17,203.51,6.57,34065187905.0,31486536290.0,0.06,0.22,19.2,16.01
196,600110,诺德股份,5.02,6.36,0.3,611015.0,302423653.0,6.36,5.02,4.72,4.76,4.72,3.19,3.5,320.99,1.43,8767292111.0,8767292111.0,0.0,0.2,-8.06,-10.99
197,430300,辰光医疗,8.25,6.31,0.49,12929.0,10411161.46,6.57,8.3,7.79,7.88,7.76,1.3,2.48,-76.88,2.44,708238790.0,430881899.0,0.49,0.61,-47.18,-46.36
198,301031,中熔电气,92.09,6.25,5.42,10773.0,96675843.05,6.92,92.1,86.1,86.31,86.67,1.15,2.95,53.57,6.5,6103488252.0,3361450578.0,0.0,0.15,-29.61,-29.57
199,000430,张家界,6.98,6.24,0.41,300905.0,207620372.8,8.98,7.09,6.5,6.54,6.57,1.38,9.07,-50.21,2.65,2825627448.0,2315536824.0,-0.14,0.43,1.45,7.22
200,600993,马应龙,24.86,6.19,1.45,165800.0,404106220.0,6.62,25.0,23.45,23.46,23.41,2.43,3.85,19.21,2.88,10715999730.0,10697432418.0,0.0,0.04,1.22,2.81
201,688197,首药控股-U,53.3,6.18,3.1,12793.0,65331483.0,12.31,53.98,47.8,49.72,50.2,1.8,2.29,-43.12,7.75,7926740982.0,2972340699.0,-0.07,0.02,1.35,-3.42
202,688779,长远锂科,6.02,6.17,0.35,430078.0,257740603.0,6.88,6.08,5.69,5.69,5.67,1.6,4.13,-93.31,1.54,11613893895.0,6276193447.0,-0.17,0.0,-14.12,-17.53
203,300473,德尔股份,19.46,6.16,1.13,203117.0,385697060.69,11.02,19.68,17.66,17.8,18.33,1.79,13.59,200.49,1.97,2927914003.0,2908004224.0,0.0,0.05,8.72,6.46
204,605318,法狮龙,16.72,6.16,0.97,49568.0,81498956.0,8.83,16.91,15.52,15.52,15.75,2.41,3.84,79.2,2.69,2159741661.0,2159741661.0,0.0,-0.12,2.45,4.04
205,300980,祥源新材,19.39,6.13,1.12,18821.0,36058734.25,8.87,19.9,18.28,18.28,18.27,1.05,3.69,47.79,2.17,2100629611.0,989172512.0,0.0,0.05,-15.25,-17.35
206,300982,苏文电能,19.59,6.12,1.13,56319.0,108594987.55,7.85,19.88,18.43,18.5,18.46,1.47,6.99,14.97,1.26,4054447210.0,1578380131.0,0.15,0.1,-37.35,-40.35
207,688260,昀冢科技,23.55,6.08,1.35,74536.0,167802370.0,10.59,23.65,21.3,22.0,22.2,0.81,6.21,-23.61,8.18,2826000000.0,2826000000.0,0.04,0.08,-13.74,-22.28
208,688772,珠海冠宇,13.79,6.08,0.79,230539.0,313033174.0,7.15,13.88,12.95,13.0,13.0,1.18,3.01,44.95,2.35,15470409878.0,10556285598.0,0.07,0.0,-34.33,-37.35
209,688066,航天宏图,23.42,6.07,1.34,230922.0,544604736.0,9.74,24.59,22.44,22.55,22.08,0.79,8.84,-16.68,2.67,6117141067.0,6117141067.0,-0.13,0.04,-29.8,-44.55
210,002454,松芝股份,6.66,6.05,0.38,225894.0,150056367.88,10.19,6.9,6.26,6.28,6.28,2.33,3.6,48.53,1.1,4186353456.0,4174134834.0,0.0,0.0,-9.39,-11.32
211,300745,欣锐科技,17.62,6.02,1.0,61708.0,106180953.84,6.38,17.68,16.62,16.73,16.62,1.04,4.37,-121.0,1.14,2953365569.0,2489576528.0,0.46,0.0,-33.18,-35.15
212,002460,赣锋锂业,41.45,5.98,2.34,629584.0,2568245031.22,6.52,41.56,39.01,39.11,39.11,1.79,5.21,16.9,1.78,83611604440.0,50101241765.0,0.0,0.07,1.79,-3.15
213,300799,*ST左江,15.97,5.97,0.9,60493.0,94609657.28,11.15,16.5,14.82,15.18,15.07,1.07,8.95,-12.56,2.81,1629419100.0,1079172750.0,-0.06,0.0,-49.2,-44.55
214,300606,金太阳,21.84,5.97,1.23,56212.0,120085567.34,5.73,21.88,20.7,20.7,20.61,1.01,4.78,58.47,4.37,3060155280.0,2567999332.0,-0.05,-0.14,-33.96,-36.07
215,600774,汉商集团,8.0,5.96,0.45,138834.0,108776788.0,12.05,8.31,7.4,7.51,7.55,2.64,4.71,25.7,1.4,2360259216.0,2358737048.0,-0.12,-0.62,-20.48,-18.86
216,300662,科锐国际,20.5,5.94,1.15,43439.0,87891611.84,8.89,21.0,19.28,19.53,19.35,1.38,2.21,20.04,2.25,4034530360.0,4034530360.0,0.1,0.1,-21.12,-25.78
217,300642,透景生命,14.34,5.91,0.8,33145.0,46959374.8,7.53,14.5,13.48,13.5,13.54,1.41,2.41,41.13,1.57,2353570296.0,1974717892.0,0.21,0.21,-18.89,-18.75
218,300580,贝斯特,26.01,5.9,1.45,90739.0,231616481.1,7.33,26.12,24.32,24.56,24.56,1.3,2.84,31.55,3.15,8831968215.0,8305924106.0,-0.04,0.15,-8.45,-14.1
219,002733,雄韬股份,15.07,5.9,0.84,154255.0,227341577.7,6.89,15.07,14.09,14.09,14.23,1.38,4.22,24.8,2.08,5790118739.0,5512081323.0,0.07,0.33,0.67,0.2
220,001283,豪鹏科技,41.15,5.89,2.29,18021.0,73434959.95,7.31,41.54,38.7,38.7,38.86,1.21,3.15,44.81,1.45,3381885756.0,2355881119.0,0.1,0.41,-20.51,-20.71
221,300610,晨化股份,9.56,5.87,0.53,67168.0,63137409.9,6.31,9.57,9.0,9.0,9.03,1.3,4.17,36.59,1.85,2034926113.0,1541431188.0,0.1,0.1,-16.07,-15.17
222,688236,春立医疗,20.58,5.86,1.14,27842.0,55381354.0,7.05,20.58,19.21,19.24,19.44,0.82,3.51,28.41,2.74,7893839730.0,1631884206.0,0.39,1.03,-14.18,-21.75
223,002927,泰永长征,13.18,5.86,0.73,178153.0,232700416.72,11.0,13.7,12.33,12.44,12.45,1.04,8.07,26.76,2.88,2941732242.0,2907991706.0,-0.08,0.46,-15.24,-16.26
224,603499,翔港科技,25.91,5.84,1.43,105678.0,266501616.0,10.5,26.77,24.2,24.22,24.48,1.07,5.02,488.18,9.53,5453197483.0,5453197483.0,-0.61,-0.77,137.71,140.8
225,688148,芳源股份,5.28,5.81,0.29,104542.0,54697676.0,7.41,5.32,4.95,4.98,4.99,1.22,2.7,-5.92,2.57,2693713720.0,2041612600.0,0.0,0.0,-27.67,-31.16
226,300469,信息发展,14.42,5.8,0.79,143621.0,204994144.16,8.0,14.69,13.6,13.64,13.63,0.93,6.1,-40.61,5.14,3579603842.0,3395174292.0,0.14,0.28,0.84,-2.04
227,002824,和胜股份,16.83,5.78,0.92,108045.0,178623967.05,11.94,17.5,15.6,15.65,15.91,1.53,5.71,33.71,2.87,4711437139.0,3183495312.0,0.06,0.12,-13.82,-18.18
228,300702,天宇股份,16.48,5.78,0.9,31521.0,50760246.21,6.87,16.55,15.48,15.7,15.58,1.22,1.49,62.52,1.62,5734663580.0,3479990680.0,0.06,0.0,-21.3,-24.09
229,002992,宝明科技,46.5,5.75,2.53,28021.0,127141754.34,6.46,46.5,43.66,43.66,43.97,1.29,3.58,-65.95,10.29,8568372023.0,3644285678.0,0.15,0.24,-34.08,-40.38
230,300173,福能东方,4.42,5.74,0.24,347064.0,153453505.42,8.61,4.52,4.16,4.16,4.18,2.71,4.73,62.99,3.73,3247487585.0,3246347234.0,0.0,0.23,-8.11,-9.98
231,300530,领湃科技,22.36,5.72,1.21,52683.0,118156002.91,9.74,23.23,21.17,21.5,21.15,0.73,3.33,-24.42,13.41,3844832275.0,3541612698.0,0.0,-0.09,-6.25,-20.0
232,300801,泰和科技,15.39,5.7,0.83,63884.0,97785853.88,9.75,15.75,14.33,14.33,14.56,1.76,4.71,23.7,1.42,3361637700.0,2088908324.0,-0.19,0.2,-7.95,-10.42
233,002598,山东章鼓,9.28,5.69,0.5,184359.0,168660199.92,6.49,9.28,8.71,8.71,8.78,1.29,6.57,24.88,2.34,2895360000.0,2602101105.0,0.11,0.54,-10.08,-10.77
234,603829,洛凯股份,13.78,5.67,0.74,46887.0,63688096.0,6.67,13.88,13.01,13.01,13.04,1.96,2.93,21.29,2.42,2204800000.0,2204800000.0,0.07,0.22,-15.87,-15.62
235,002748,世龙实业,9.15,5.66,0.49,240930.0,215692240.87,9.12,9.29,8.5,8.65,8.66,1.22,10.04,255.2,1.65,2196000000.0,2196000000.0,-0.54,1.22,-14.88,-22.13
236,002372,伟星新材,16.46,5.65,0.88,169115.0,276884434.12,4.56,16.65,15.94,15.95,15.58,2.28,1.15,18.29,4.68,26204945282.0,24210324474.0,0.12,0.18,16.99,13.75
237,300871,回盛生物,16.3,5.64,0.87,52331.0,83226782.14,8.43,16.4,15.1,15.45,15.43,0.9,3.16,136.31,1.96,2703961849.0,2701955971.0,-0.18,0.12,12.41,12.72
238,300313,*ST天山,8.25,5.63,0.44,96339.0,79009706.0,5.25,8.38,7.97,8.0,7.81,1.07,5.23,-117.36,41.53,2582063517.0,1519827185.0,0.12,0.12,-14.42,-16.16
239,603678,火炬电子,21.19,5.63,1.13,61668.0,129773429.0,7.53,21.56,20.05,20.06,20.06,1.89,1.34,30.54,1.82,9724086656.0,9724086656.0,-0.05,-0.05,-16.84,-19.95
240,300826,测绘股份,13.37,5.61,0.71,68619.0,91176833.81,9.08,13.81,12.66,12.66,12.66,1.08,4.51,88.74,2.01,2110812776.0,2035492333.0,0.0,0.6,-24.63,-26.01
241,600238,海南椰岛,9.04,5.61,0.48,160631.0,143515003.0,8.53,9.2,8.47,8.48,8.56,3.45,3.61,-45.8,13.13,4051728000.0,4022814283.0,0.11,0.11,-9.6,-11.11
242,300519,新光药业,13.04,5.59,0.69,35808.0,45943075.0,8.1,13.3,12.3,12.35,12.35,1.27,3.14,26.66,2.49,2086400000.0,1487864000.0,0.15,0.23,-23.07,-21.3
243,603155,新亚强,18.06,5.55,0.95,13170.0,23500460.0,5.96,18.2,17.18,17.2,17.11,1.33,0.58,25.21,1.81,4073649720.0,4073649720.0,0.11,0.06,-24.15,-25.09
244,300320,海达股份,6.85,5.55,0.36,139670.0,94863478.92,5.7,6.89,6.52,6.53,6.49,1.2,2.85,30.44,1.88,4118454208.0,3357121809.0,0.0,0.15,-11.15,-11.95
245,002395,双象股份,15.06,5.54,0.79,400223.0,587006263.44,16.12,15.7,13.4,13.81,14.27,3.42,14.92,64.54,4.46,4039227540.0,4039227540.0,0.0,0.13,-18.68,-25.22
246,002420,毅昌科技,4.96,5.53,0.26,326129.0,162249998.8,9.36,5.15,4.71,4.71,4.7,1.23,8.14,-9.36,4.21,1988960000.0,1987822518.0,0.0,-0.2,-21.39,-20.51
247,300100,双林股份,9.35,5.53,0.49,123064.0,112684365.96,7.9,9.53,8.83,8.88,8.86,0.69,3.18,28.68,1.69,3747192450.0,3619037965.0,0.0,0.11,-16.89,-10.35
248,301102,兆讯传媒,14.38,5.5,0.75,36645.0,51844004.42,5.72,14.41,13.63,13.67,13.63,0.8,5.05,25.95,1.39,4170200000.0,1042550000.0,0.28,0.35,-23.39,-24.87
249,688046,药康生物,13.25,5.49,0.69,52011.0,66368662.0,9.32,13.3,12.13,12.51,12.56,1.45,2.55,34.18,2.56,5432500000.0,2699585926.0,-0.15,0.08,-30.52,-34.24
250,688315,诺禾致源,14.03,5.49,0.73,23907.0,32619236.0,7.14,14.08,13.13,13.23,13.3,1.25,2.18,32.91,2.38,5839286000.0,1542002464.0,0.0,-0.07,-36.05,-39.89
251,300568,星源材质,11.92,5.49,0.62,462124.0,545903656.25,7.88,12.07,11.18,11.18,11.3,1.34,3.81,18.01,1.78,16033108167.0,14454118680.0,0.08,0.17,-18.41,-22.7
252,300767,震安科技,12.13,5.48,0.63,103536.0,123989064.42,5.57,12.2,11.56,11.56,11.5,1.1,4.94,143.24,1.96,2998889590.0,2540715254.0,-0.08,0.17,-28.48,-30.21
253,688670,金迪克,19.07,5.48,0.99,6442.0,12075346.0,6.53,19.1,17.92,18.0,18.08,1.16,1.46,-35.72,1.71,2349424000.0,841665606.0,0.16,0.16,-31.23,-32.99
254,300735,光弘科技,28.52,5.47,1.48,799976.0,2159492488.65,13.91,28.88,25.12,26.81,27.04,0.86,10.62,69.11,4.67,21887978850.0,21479229840.0,0.0,-0.21,33.71,21.16
255,002496,辉丰股份,2.51,5.46,0.13,605234.0,149011368.0,10.5,2.58,2.33,2.41,2.38,1.26,5.16,-27.83,2.04,3784050089.0,2944999102.0,-0.4,0.0,28.06,30.05
256,603823,百合花,8.5,5.46,0.44,209233.0,176365610.0,6.82,8.7,8.15,8.29,8.06,1.85,5.09,32.32,1.62,3503364046.0,3493767784.0,-0.12,-0.12,-13.79,-13.62
257,300813,泰林生物,18.94,5.46,0.98,23965.0,44884531.95,6.4,19.07,17.92,17.96,17.96,0.54,4.07,72.46,3.47,2058960373.0,1114240825.0,0.11,0.21,-22.79,-22.76
258,300821,东岳硅材,7.93,5.45,0.41,145474.0,114322997.78,6.12,7.96,7.5,7.53,7.52,1.77,1.21,-35.1,1.95,9516000000.0,9516000000.0,0.0,0.0,-3.76,-4.46
259,688733,壹石通,21.12,5.44,1.09,36190.0,75248386.0,7.34,21.27,19.8,19.8,20.03,1.33,2.52,172.05,1.89,4219252013.0,3038820534.0,0.09,-0.09,-25.05,-27.84
260,300030,阳普医疗,5.04,5.44,0.26,161375.0,78962541.15,6.49,5.06,4.75,4.76,4.78,1.58,5.96,366.95,1.98,1558304068.0,1364075123.0,0.0,-0.2,-35.38,-34.97
261,301060,兰卫医学,11.26,5.43,0.58,77660.0,85425821.94,5.34,11.26,10.69,10.69,10.68,0.81,4.32,-3843.27,2.33,4509821420.0,2024429004.0,0.09,0.18,-13.78,-15.27
262,300068,南都电源,12.82,5.43,0.66,842480.0,1065847072.27,8.88,12.96,11.88,11.99,12.16,2.81,10.15,18.32,1.95,11187888633.0,10643568843.0,0.08,0.23,0.47,-0.93
263,300285,国瓷材料,18.47,5.42,0.95,173840.0,316704163.27,7.82,18.77,17.4,17.44,17.52,1.34,2.14,31.54,2.99,18540376943.0,14973848534.0,0.05,-0.05,-14.05,-20.11
264,688800,瑞可达,29.23,5.41,1.5,24493.0,70527475.0,6.46,29.47,27.68,27.68,27.73,0.84,2.3,32.58,2.38,4630612888.0,3115598604.0,0.0,0.24,-26.26,-27.25
265,300876,蒙泰高新,18.95,5.39,0.97,12299.0,22843818.9,6.06,18.98,17.89,17.95,17.98,1.15,1.8,84.7,2.18,1819239890.0,1295935640.0,0.96,0.85,-25.31,-24.26
266,600847,万里股份,8.61,5.39,0.44,137732.0,120820665.0,10.65,8.99,8.12,8.16,8.17,3.81,8.99,-73.98,1.92,1319804514.0,1319804514.0,0.0,-0.12,-27.46,-27.77
267,688680,海优新材,46.2,5.38,2.36,17382.0,78962222.0,5.73,46.31,43.8,43.8,43.84,0.92,2.07,-16.42,1.77,3881733748.0,3881733748.0,-0.22,-0.04,-24.88,-29.63
268,002750,龙津药业,7.26,5.37,0.37,104315.0,74500693.0,6.24,7.3,6.87,6.87,6.89,0.98,2.62,-81.85,5.23,2907630000.0,2894824819.0,0.0,0.14,-32.96,-27.4
269,605266,健之佳,46.9,5.37,2.39,11971.0,55138981.0,6.78,47.22,44.2,44.51,44.51,1.96,1.02,16.28,2.22,6043012566.0,5489176188.0,0.17,-0.15,-23.19,-21.04
270,600845,宝信软件,38.67,5.37,1.97,221146.0,840770857.0,5.59,38.75,36.7,36.7,36.7,1.15,1.27,36.4,8.21,92950099528.0,67096610196.0,0.05,0.05,-17.37,-20.76
